Name,Price,Time,Location,Product,Etat,Livraison
Coque Honor Magic V3,19 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Accessoires Téléphonie,Produit neuf,disponible
iPhone 13 Pro -128Go,249 900 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Réfrigérateur Deska 4 tiroirs bf-311dk,230 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Location studio -Sacré coeur 3 vdn,30 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements meublés,,
Vente fond de commerce restaurant- Sicap liberté,30 000 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Bureaux & Commerces,,
Apple watch ultra 2,340 000 CFA,1 jour,"Medina, Dakar, Sénégal",Montres connectées & GPS,,disponible
Toyota oFrtuner 2018,18 500 000 CFA,1 jour,"Guediawaye, Dakar, Sénégal",Voitures,,
Congélateur Sharp 8 tiroirs plaque aluminium,290 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech 3 tiroirs 227L,200 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Location villa basse 4pièces -Sacre coeur,600 000 CFA,1 jour,"Sacré-Coeur, Dakar, Sénégal",Villas,,
Tablette Mytab K7,30 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Peugeot 3008 2017,9 300 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Fauteuil de massage gm avec télécommande,900 000 CFA,1 jour,"Ouest Foire, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Réfrigérateur Astech 4 tiroirs avec fontaine,225 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech 3 tiroirs FC-180,170 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech combiné 4 tiroirs Fc-280,220 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Samsung Galaxy Buds FE,25 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Airpods 2 Sens,25 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Écouteurs bluetooth Sens,15 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
JBL Live 500BT Green,60 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Purificateur d'air,70 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Kia Seltos 2021,11 800 000 CFA,1 jour,"Grand Yoff, Dakar, Sénégal",Voitures,,
Réfrigérateur Deska 4 tiroirs avec fontaine,260 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech 2 port FC-150K,125 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur combiné Astech 5 tiroirs FC-295,250 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Samsung Galaxy Z Fold 4 -512Go,379 900 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location mini studio à Fass (UCAD),170 000 CFA,1 jour,"Fass, Dakar, Sénégal",Appartements,,
Location studio séparé -Keur Massar(Almadies 2),120 000 CFA,1 jour,"Almadies 2, Dakar, Sénégal",Appartements,,
Vente villa R+1 -Cité Biagui,350 000 000 CFA,1 jour,"Dakar, Sénégal",Villas,,
Location appartement meublé 3pièces -Dakar,40 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Appartements meublés,,
Citroen C4 2017,7 500 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Location mini studio -Fass(ucad),180 000 CFA,1 jour,"Fass, Dakar, Sénégal",Appartements,,
Google Pixel 9 Pro Fold -256Go,669 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
PC HP Probook 440 G6 core i5 de 8th,185 000 CFA,1 jour,"Dakar, Sénégal",Ordinateurs,,disponible
Location mini studio -Fass,160 000 CFA,1 jour,"Fass, Dakar, Sénégal",Appartements,,
Gadget tapotage automatique   d'écran de téléphone  pour live  tik tok,6 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Accessoires Téléphonie,Produit neuf,disponible
Samsung Galaxy S23 ultra -256Go,370 000 CFA,1 jour,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Peugeot 508 2013,3 200 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Hyundai Tucson EVGT 2017,9 900 000 CFA,1 jour,"Dieuppeul-Derklé, Dakar, Sénégal",Voitures,,
Google Pixel 9Pro XL-256Go,455 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Kia Optima 2020,9 500 000 CFA,1 jour,"Mbao, Dakar, Sénégal",Voitures,,
Vente villa  6pièces -Sicap rue 10,160 000 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Villas,,
Google Pixel 9Pro Fold,669 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
M Hone 13Pro Max -128Go,289 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Congélateur verticale astech 10 tiroirs,325 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech 2 port FP-263,175 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Photocopieur Ricoh MPC 4503 / MPC2003,350 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Imprimantes & Photocopieurs,,
iPhone 12 -64Go,135 000 CFA,1 jour,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
iPhone XR - 64Go,100 000 CFA,1 jour,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Airpods 4 simple,85 000 CFA,1 jour,"Medina, Dakar, Sénégal","Son, Hifi & Casques",,disponible
Presse Offset Heidelberg GTO Z 52 2 Couleurs,11 500 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Autre matériel professionnel,,
Location appartements meublé 2pièces -Almadies,600 000 CFA,1 jour,"Almadies, Dakar, Sénégal",Appartements meublés,,
Location appartement meublé 3pièces -Ngor Almadie,45 000 CFA,1 jour,"Almadies, Dakar, Sénégal",Appartements meublés,,
Location  appartements 4pièces -Ngor Almadies,650 000 CFA,1 jour,"Almadies, Dakar, Sénégal",Appartements,,
Location studio -Almadie,1 200 000 CFA,1 jour,"Almadies, Dakar, Sénégal",Appartements,,
Location villa 7pièces -Yoff virage en bordure de mer,4 000 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Villas,,
Location villa 5pièces -Cité Cosepi,900 000 CFA,"Almadies, Dakar, Sénégal",Villas,"Almadies, Dakar, Sénégal",,
Chaussures en cuirs pour homme,20 000 CFA,"Keur Massar, Sénégal",Chaussures Homme,"Keur Massar, Sénégal",Produit neuf,disponible
Lunettes de soleil polarisées jaune avec écouteur bluetooth 5.0 stéréo incorporé,8 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Mitsubishi  L200 2017,17 000 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Cuisinière Astech 5 feux,195 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Photocopieurs / Imprimantes,300 000 CFA,1 jour,"Almadies 2, Dakar, Sénégal",Imprimantes & Photocopieurs,,
Nissan Sentra 2018,5 800 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
"Optimiseur de voiture ecoboost, économiseur de carburant ecoobd2",5 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autre matériel professionnel,Produit neuf,disponible
"Autoradio écran tactile 7 pouces 2 din, lecteur multimédia avec fm/usb/aux/sd fonctions mirror link - bileeko",35 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Hyundai Sonata 2015,4 200 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Carte décodeur module audio usb tf radio bluetooth lecteur mp3 sans fil avec télécommande,4 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Salon,250 CFA,"Medina, Dakar, Sénégal",Meubles,"Medina, Dakar, Sénégal",Produit neuf,disponible
"Téléviseur Astech 43"" Google TV",130 000 CFA,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs","Dakar Plateau, Dakar, Sénégal",Produit neuf,disponible
Hyundai Santa Fe 2019 ultimate,17 500 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Lecteur code barre 2d/qr avec fil,35 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Location appartements 6pièces -Ouakam,1 500 000 CFA,1 jour,"Ouakam, Dakar, Sénégal",Appartements,,
Hyundai Elantra 2016,5 000 000 CFA,1 jour,"Thies, Sénégal",Voitures,,
Toyota Corolla Cross 2022,19 800 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Peugeot 2008  2020,8 000 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Location villa R+1 à Mermoz,2 995 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Villas,,
Mitsubishi RVR  2016,8 700 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Jeep Grand Cherokee Overland 2023,29 000 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Imprimante HP laserjet enterprise pro mfp 4104fdw,350 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Pda caisse enregistreuse portable android 13 os 8-core mémoire 2gb ram+16gb rom ddr4 wifi-4g,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Chevrolet Cruze 2015,4 900 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Vente appartement F3 avec les meubles à mitié,90 000 000 CFA,1 jour,"Point E, Dakar, Sénégal",Appartements meublés,,
Samsung Galaxy Z Fold -512Go,345 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Vente villa 350m² - Sicap liberté 1,295 000 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Villas,,
Mazda 3 2018,6 600 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Pda caisse enregistreuse portable android 14 os 8-core mémoire 3gb ram+32gb rom ddr4 wifi-4g-nfc,125 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Mitsubishi Outlander 2016,8 700 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Rouleau papier thermique 80x40mm carton de 100pcs unités 400,25 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Rouleau papier thermique 57x40mm carton de 100pcs unités 250,20 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Lecteur code barre automatique 2d/qr,35 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Lecteur code barre 1d avec fil,20 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Chevrolet Aveo 2010,1 300 000 CFA,1 jour,"Keur Massar, Sénégal",Voitures,,
Imprimante Epson tm-t20 052,120 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Location appartement 4 pièces - Jaxaay 2,200 000 CFA,1 jour,"Dakar, Sénégal",Appartements,,
Location appartement 3 pièces - Jaxaay 2,175 000 CFA,1 jour,"Dakar, Sénégal",Appartements,,
Promo tabaski - Réfrigérateur,99 000 CFA,"Dakar, Sénégal",Réfrigérateurs & Congélateurs,"Dakar, Sénégal",Produit neuf,disponible
PC MacBook pro retina 2017,185 000 CFA,"Medina, Dakar, Sénégal",Ordinateurs,"Medina, Dakar, Sénégal",,disponible
Afficheur de prix,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Lecteur code barre 1d/2d/qr,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Imprimante Epson tm-t20 051,110 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Imprimante HP color laserjet pro mfp 283fdw,350 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,Produit neuf,disponible
Peugeot 207  2011,3 000 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Opel Combo 2023,5 200 000 CFA,1 jour,"Keur Massar, Sénégal",Voitures,,
Imprimante bluetooth portable 80mm,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Imprimante bluetooth portable 57mm,30 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Imprimante code barre xprinter 110mm usb,150 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Ford Escape Titanium 2017,6 700 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Kia Sportage 2018,11 000 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Kia Sportage  2017,11 000 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Tiroir de caisse GM,40 000 CFA,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,"Fass, Dakar, Sénégal",Produit neuf,disponible
lecture code barre 1d/qr avec fil,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Tiroir de caisse PM,30 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Microphone externe à capacité cardioïde supérieur pour caméscope ou appareil photo numérique,3 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Location chambre 1 pièce - Fass,80 000 CFA,1 jour,"Fass, Dakar, Sénégal",Chambres,,
Lecteur code barre 2d sans fil,70 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Tiroir de caisse flip top,75 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Lecteur code barre 1d sans fil,40 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Citroën C4 Cactus 2016,6 500 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Ventilateur,25 000 CFA,"Dakar, Sénégal",Petit électroménager,"Dakar, Sénégal",Produit neuf,disponible
Location chambre 1 pièce - Fass,90 000 CFA,1 jour,"Fass, Dakar, Sénégal",Chambres,,
BMW X3 2017,10 950 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Location appartement  Ngor Almadies,370 000 CFA,1 jour,"Almadies, Dakar, Sénégal",Appartements,,
One plus Nord 3 - 256Gb,185 000 CFA,1 jour,"Pikine, Sénégal",Téléphones & Tablettes,Produit neuf,
Realme 13 Pro - 256Gb,185 000 CFA,1 jour,"Pikine, Sénégal",Téléphones & Tablettes,Produit neuf,
Four pizza électrique,Prix sur demande,1 jour,"Sicap Liberté, Dakar, Sénégal",Autre matériel professionnel,,
Machine a laver 7 kg,175 000 CFA,1 jour,"Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,
Imprimante code barre xprinter 80mm,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Imprimante Xprinter 80mm usb,50 000 CFA,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,"Fass, Dakar, Sénégal",,disponible
Climatiseur portatif Elactron 9000btu a++,149 900 CFA,1 jour,"Ouakam, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Imprimante xprinter 80mm bluetooth,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Imprimante Xprinter 80mm wifi,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,,disponible
Sallon,250 CFA,1 jour,"Medina, Dakar, Sénégal",Meubles,Produit neuf,disponible
Appareil chawarma,Prix sur demande,1 jour,"Sicap Liberté, Dakar, Sénégal",Autre matériel professionnel,,
Lecteur code barre 2d/qr honeywell,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Lecteur code barré honeywell 2d/qr 1400g,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Accessoires Informatiques,,
Plaque Hamburger à gaz,Prix sur demande,1 jour,"Sicap Liberté, Dakar, Sénégal",Autre matériel professionnel,,
Machine de caisse all in one  i7 ram 8gb disq 256ssd double écran tactil 15.6/11.6 windows 10pro,450 000 CFA,1 jour,"Fass, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Imprimante HP laserjet mfp 141a,110 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Haut-parleur bluetooth led,4 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Paire oreillettes bluetooth - transparent affichage LED,4 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Machine de caisse all in one  i5 ram 8gb disq 256ssd double écran tactil 15.6/11.6 windows 10pro,400 000 CFA,"Fass, Dakar, Sénégal",Ordinateurs,"Fass, Dakar, Sénégal",Produit neuf,disponible
Imprimante HP laserjet 111w,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Fer à lisser vapeur,10 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Location chambre 1 pièce - Fass,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Chambres,,
Machine de caisse all in one  i3 ram 8gb disq 512ssd double écran tactil 15.6/11.6 windows 10pro,350 000 CFA,1 jour,"Fass, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Location appartements 4 pièces - Yoff,900 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Appartements,,
Ford  Escape  2014,3 800 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Location appartements 3 pièces - Ouakam,1 200 000 CFA,1 jour,"Ouakam, Dakar, Sénégal",Appartements,,
Peugeot 207 2008,2 800 000 CFA,"Medina, Dakar, Sénégal",Voitures,"Medina, Dakar, Sénégal",,
Iphone  13 pro,259 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Iphone 13 pro,259 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Kia Sportage 2012,4 800 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Imprimante HP laserjet 107w,100 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
"Smart TV Deska 75"" pouces",450 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Smart TV Deska 65"" Pouces",290 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
PlayStation 4 Slim + GTA 5 Premium Edition,110 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Jeux vidéo & Consoles,,disponible
"Téléviseur Deska 32"" Smart",73 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Smart TV Deska 43"" Pouce",110 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Imprimante HP  officejet pro 7720,190 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
"Smart TV Deska 50"" Pouce",180 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Maillots de Foot,10 000 CFA,1 jour,"Medina, Dakar, Sénégal",Autres Sports & Loisirs,Produit neuf,disponible
Hyundai Sonata 2011,3 000 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Mercedes-Benz O404 2004,14 900 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Camions & Bus,,
Machine de caisse all in one i7 ram 4gb disq 128ssd double écran tactil 15.6/11.6 windows 10pro,400 000 CFA,1 jour,"Fass, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Imprimante HP Deskjet plus 4120,70 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Location appartements 4 pièces - Mermoz-sacré coeur,800 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements,,
Vente maison R+3  zone de Captage,190 000 000 CFA,1 jour,"Dakar, Sénégal",Villas,,
Cuisinière Midea 5 feux,315 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Machine de caisse all in one  i5 ram 4gb disq 128ssd double écran tactil 15.6/11.6 windows 10pro,350 000 CFA,1 jour,"Fass, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Caméra Hikvision Turbo HD 1080P,15 000 CFA,1 jour,"Ouest Foire, Dakar, Sénégal",Caméras et Matériel de surveillance,,disponible
Location appartements 4 pièces - Almadies,1 900 000 CFA,1 jour,"Almadies, Dakar, Sénégal",Appartements,,
Location appartements 3 pièces - Mermoz-sacré coeur,550 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements,,
Machine à laver Decakila 16kg top load,240 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Machine à laver 10kg smart technologie,130 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
PC HP victus 15 Gamer,450 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,,disponible
Location appartements meublés 4 pièces - Ouakam,Prix sur demande,1 jour,"Ouakam, Dakar, Sénégal",Appartements meublés,,
Location appartements 2 pièces - Sicap liberté,200 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Appartements,,
Samsung Galaxy A25 5G - 256Gb,150 000 CFA,1 jour,"Ouest Foire, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Vente villa - Ouest Foire,200 000 000 CFA,1 jour,"Ouest Foire, Dakar, Sénégal",Villas,,
Machine à laver 8kg smart technologie,99 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Drone débutant avec caméra intégré,12 500 CFA,1 jour,"Saint Louis, Sénégal",Appareils photos et Caméras,,
Machine de caisse all in one  i3 ram 4gb disq 128ssd double écran tactil 15.6/11.6 windows 10pro,300 000 CFA,1 jour,"Fass, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Samsung Galaxy A25 5G - 128Gb,125 000 CFA,1 jour,"Ouest Foire, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Mistral  Tuyau Gaz butane propane,500 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres pour la maison,Produit neuf,disponible
Mercedes benz GLB 2020,28 000 000 CFA,1 jour,"Grand Yoff, Dakar, Sénégal",Voitures,,
Machine de caisse all in one  dual core ram 4gb disq 128ssd double écran tactil 15.6/11.6 windows 10pro,275 000 CFA,1 jour,"Fass, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Lampe Led de projection de flocon de neige - imperméable extérieur / intérieur avec télécommande,4 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Décoration & luminaires,Produit neuf,disponible
Dio Kit  Carillon sans fil,4 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres pour la maison,Produit neuf,disponible
Location appartements 3 pièces - Yoff biyagui,350 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Appartements,,
Transmetteur - modulateur  FM,500 CFA,1 jour,"Patte d'oie, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Iphone 16 Plus 512gigas,610 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 16 Plus,599 000 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Salon,250 CFA,1 jour,"Medina, Dakar, Sénégal",Meubles,Produit neuf,disponible
Fer turque importé,550 000 CFA,1 jour,"Colobane, Dakar, Sénégal","Matériaux Construction, BTP, Outillages",,
Salon,250 CFA,1 jour,"Medina, Dakar, Sénégal",Meubles,Produit neuf,disponible
Fer turque importé,550 000 CFA,1 jour,"Colobane, Dakar, Sénégal","Matériaux Construction, BTP, Outillages",,
Vente  appartements - Point E,195 000 000 CFA,1 jour,"Point E, Dakar, Sénégal",Appartements,,
Wirelss  wifi repeater,10 000 CFA,1 jour,"Ouest Foire, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
Location Mazda cx5,35 000 CFA,1 jour,"Ouest Foire, Dakar, Sénégal",Location de véhicules,,
Appareil photo,360 000 CFA,1 jour,"Dakar, Sénégal",Appareils photos et Caméras,,
Machine à laver Deska 8kg semi automatique,210 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Location appartements F4 àcité Biyagui,400 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Appartements,,
Cartouche Toner HP 508a magenta,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
Location appartement à  Yoff,215 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Appartements,,
Camera lampe,25 000 CFA,1 jour,"Dakar, Sénégal",Caméras et Matériel de surveillance,,disponible
Location appartement F3 -  Yoff Virage,95 000 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Appartements,,
Jouet puzzle 3D,3 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Jeux et Jouets,Produit neuf,disponible
Amortisseurs pour fauteuil bureau,10 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Meubles,Produit neuf,
Hyundai Elantra GT 2018,6 500 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
